player_id,name,team_code,team_name,position,detail_url
65610,황대인,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=65610
52641,황동하,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=52641
59375,황석민,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=59375
56628,황석민,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=56628
55427,강민성,SS,삼성 라이온즈,타자,https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=55427
74540,강민호,SS,삼성 라이온즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=74540
53460,강준서,SS,삼성 라이온즈,타자,https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=53460
62404,구자욱,SS,삼성 라이온즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=62404
55441,권현우,SS,삼성 라이온즈,투수,https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=55441
54401,김대호,SS,삼성 라이온즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54401
69442,김도환,SS,삼성 라이온즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69442
54402,김동현,SS,삼성 라이온즈,투수,https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=54402
68403,김무신,SS,삼성 라이온즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=68403
55420,김백산,SS,삼성 라이온즈,투수,https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=55420
52402,김상민,SS,삼성 라이온즈,타자,https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=52402
55425,김상준,SS,삼성 라이온즈,타자,https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=55425
56467,김상호,SS,삼성 라이온즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=56467
54403,김성경,SS,삼성 라이온즈,투수,https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=54403
67449,김성윤,SS,삼성 라이온즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=67449
53464,김시온,SS,삼성 라이온즈,투수,https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=53464
52430,김영웅,SS,삼성 라이온즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=52430
55429,김유현,SS,삼성 라이온즈,투수,https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=55429
53400,김재상,SS,삼성 라이온즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=53400
65132,김재성,SS,삼성 라이온즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=65132
